,context,question,answers,id,generated_answer,hallucination,source_id,split
10,"John: Here's a good shop. Shall we buy mother's birthday present here? Mary: Yes, that's a good idea. Shall we go inside? Tom: No. Let's look in the window. Shall we buy her a sweater? Anne: Er, no. It'll soon be summer. Let's buy her a blouse to wear. There's a nice one in the window. John: No, she has two blouses. Let's buy a ring. Mary: Oh, no! They're diamond rings. Look at the price. The cheapest is $15. John: A real diamond ring is at least $500.They only look like diamonds. Tom: Shall we buy a table? It's only $15. Anne: It doesn't look good, just like a big box. Mum likes chairs. Tom: But they haven't any here. Mary: What about a pen? So cheap! Only $10. John: She has a lot of pens and pencils. All of them are new. Tom: Oh, look here. These flowers are beautiful. Mary: They aren't real and will never die. John: And they're the cheapest of all these things. Yes, let's buy them. Anne: All right. Q: Did they go inside the shop? A: No. Q: What did they end up buying? A: They bought flowers. Q: How much was a table? A: It's $15. Q: Did the purchase it? A: No. Q: Why not? A: It doesn't look good. Q: What season will it be soon? A: summer. Q: How much was the cheap diamond? A: $15. Q: Was it a real set? A: No. Q: What was $10? A: a pen.",Why didn't the children purchase her a nice shirt?,"['She already has two blouses', 'She already had two', 'She already had two', 'she already has two']",3r08vxyt7cv4vn37cq8db0o9t2t7wy_9,It was too expensive.,1.0,3r08vxyt7cv4vn37cq8db0o9t2t7wy,train
11,"A German taxi-driver, Franz Bussman, recently found his brother who was thought to have been killed twenty years ago. 

While on a walking tour with his wife, he stopped to talk to a workman. After they had gone on, Mrs. Bussman said that the workman was closely like her husband and even suggested that he might be his brother. Franz laughed at the idea, pointing out that his brother had been killed in action during the war. Though Mrs. Busman knew this story quite well, she thought there was a chance in a million that she might be right. 

A few days later, she sent a boy to the workman to ask him if his name was Hans Bussman. Needless to say, the man's name was Hans Bussman. And he really was Franz's long-lost brother. 

When the brothers were reunited, Hans explained how it was that he was still alive. 

After having been wondered towards the end of the war, he had been sent to hospital and was separated from his unit . The hospital had been bombed and Hans had made his way back into Western Germany on foot. Meanwhile, his unit was lost and all records of him had been destroyed. Hans returned to his home, but the house had been bombed up. Guessing that his family had all been killed during an air-raid , Hans settled down in a village fifty miles away where he had remained ever since. Q: What happened to the hospital where Hans was? A: The hospital had been bombed. Q: Was he with his unit at the time? A: No. Q: What country was he in? A: Germany. Q: Was he in the Eastern or Western part? A: Eastern Germany at the time of his hospital stay. Q: And which part did he need to get to? A: Western Germany. Q: Did he drive there? A: No. Q: Was the war nearly over by this time? A: Yes. Q: Was his house still standing? A: No. Q: Did he know what happened to his family? A: No, just guessed. Q: What did he decide to do? A: Hans settled down in a village fifty miles away. Q: Did he stay there long? A: Yes, for twenty years.",What kind of job did he do?,"['a workman', 'a workman', 'workman', 'workman']",3tem0pf1q5xr463wawie4xp1fe70dl_11,"Nothing, because he was ""settled"".",1.0,3tem0pf1q5xr463wawie4xp1fe70dl,test
12,"CHAPTER XXII 

Northward, along the leeward coast of Malaita, the _Ariel_ worked her leisurely way, threading the colour-riotous lagoon that lay between the shore-reefs and outer-reefs, daring passages so narrow and coral-patched that Captain Winters averred each day added a thousand grey hairs to his head, and dropping anchor off every walled inlet of the outer reef and every mangrove swamp of the mainland that looked promising of cannibal life. For Harley and Villa Kennan were in no hurry. So long as the way was interesting, they dared not how long it proved from anywhere to anywhere. 

During this time Jerry learned a new name for himself--or, rather, an entire series of names for himself. This was because of an aversion on Harley Kennan's part against renaming a named thing. 

""A name he must have had,"" he argued to Villa. ""Haggin must have named him before he sailed on the _Arangi_. Therefore, nameless he must be until we get back to Tulagi and find out his real name."" 

""What's in a name?"" Villa had begun to tease. 

""Everything,"" her husband retorted. ""Think of yourself, shipwrecked, called by your rescuers 'Mrs. Riggs,' or 'Mademoiselle de Maupin,' or just plain 'Topsy.' And think of me being called 'Benedict Arnold,' or ' Judas,' or . . . or . . . 'Haman.' No, keep him nameless, until we find out his original name."" 

""Must call him something,"" she objected. ""Can't think of him without thinking something."" 

""Then call him many names, but never the same name twice. Call him 'Dog' to-day, and 'Mister Dog' to-morrow, and the next day something else.""  Q: What worked her way northward? A: The _Ariel_. Q: What lay between the shore-reefs and outer-reefs? A: Lagoon. Q: Were the passages wide? A: No. Q: Who was the Captain? A: Winters. Q: Did he have red hair? A: No. Q: Were Harley and Villa in a hurry? A: No. Q: What coast did the Ariel work her way up leisurely? A: Malaita. Q: Who argued to Villa that he must have a name? A: Harley Kennan. Q: Who began to tease Harley? A: Villa. Q: What ship had Haggin sailed on? A: The Arangi. Q: How long must he be nameless until? A: Until they get back to Tulagi.",Who was the husband she retorted something to?,"['Harley Kennan', 'Harley Kennan.', 'Harley', ""Harley Kennan'""]",3w2lolrxlbfni6t5wqngs6le78akrc_11,Villa.,1.0,3w2lolrxlbfni6t5wqngs6le78akrc,train
13,"NEW YORK (CNN) -- Natasha Richardson, a film star, Tony-winning stage actress and member of the famed Redgrave acting family, died Wednesday after suffering injuries in a ski accident, according to a family statement. She was 45. 

Natasha Richardson fell on a beginners' slope in Canada. 

Richardson, wife of actor Liam Neeson, was injured Monday in a fall on a ski slope at a Quebec resort about 80 miles northwest of Montreal. 

Richardson's family released a statement saying, ""Liam Neeson, his sons, and the entire family are shocked and devastated by the tragic death of their beloved Natasha. They are profoundly grateful for the support, love and prayers of everyone, and ask for privacy during this very difficult time."" 

According to a statement from Mont Tremblant Ski Resort, Richardson fell during a lesson on a beginners' trail. Watch a report on Richardson's life » 

""She did not show any visible sign of injury, but the ski patrol followed strict procedures and brought her back to the bottom of the slope and insisted she should see a doctor,"" the statement said. 

Richardson, accompanied by her instructor, returned to her hotel, but about an hour after the fall was ""not feeling good,"" the statement said. An ambulance was called, and Richardson was taken to a local hospital before being transferred to Hopital du Sacre-Coeur in Montreal. From there she was transferred to Lenox Hill Hospital in New York City. 

Friends and colleagues were saddened by her death. 

""Natasha was brilliant, beautiful, funny, talented beyond measure, as emotionally raw as she was razor sharp,"" said Jodie Foster, who worked with Richardson in ""Nell,"" in a statement. ""Tasha loved fiercely and that love continues in all of us who knew her. May Liam, her beautiful boys and her loving family hold her close as they move through this tragic moment.""  Q: How did Natasha die? A: She  fell on a beginners' slope. Q: Doing what sport? A: Skiing. Q: Which country was she visiting? A: Canada. Q: Did the resort follow procedure? A: Yes. Q: Did she follow their instructions? A: She did not. Q: How long did it take to develop symptoms? A: About an hour. Q: Previous to that, did she appear severely injured? A: She did not show signs.",Which hospital did she visit first?,"['A local hospital', 'a local hospital', 'local hospital', 'a local hospital']",35bldd71i6xa08985bv0giyuwn3zv9_7,Hopital du Sacre-Coeur in Montreal.,1.0,35bldd71i6xa08985bv0giyuwn3zv9,train
14,"Peter was a very sad puppy. He had been inside of the pet store for a very long time. In fact, he had been there for three months! Peter had seen many other puppies find a person; he began to wonder why he could not get one. He thought that maybe his fur was not pretty enough or maybe his bark was not loud enough. He tried and tried to please every person who came to the store, but they all picked smaller puppies. However, one day all of this changed. Sammie came into the store looking for a golden puppy. She wanted a puppy she could snuggle with. It so happened that Peter was very sad and tired that day. Sammie came to hold him. Peter wanted to show off his bark, but he was too tired. He fell right to sleep. Sammie loved him at once and loved holding him in her arms. Sammie took Peter home that day, and they made lots of fun memories. Q: What did Peter want to show off? A: bark. Q: how long was he at the pet store? A: three months. Q: Was he the smallest puppy? A: no. Q: Who came to the store? A: Sammie. Q: What for? A: golden puppy. Q: was Peter excited that day? A: no. Q: why not? A: tired.",Did Sammie take another puppy home?,"['no', 'no', 'No', 'no']",3g2ul9a02de618o1l8v9d6pw59j76y_7,yes.,1.0,3g2ul9a02de618o1l8v9d6pw59j76y,train
15,"Peter was a very sad puppy. He had been inside of the pet store for a very long time. In fact, he had been there for three months! Peter had seen many other puppies find a person; he began to wonder why he could not get one. He thought that maybe his fur was not pretty enough or maybe his bark was not loud enough. He tried and tried to please every person who came to the store, but they all picked smaller puppies. However, one day all of this changed. Sammie came into the store looking for a golden puppy. She wanted a puppy she could snuggle with. It so happened that Peter was very sad and tired that day. Sammie came to hold him. Peter wanted to show off his bark, but he was too tired. He fell right to sleep. Sammie loved him at once and loved holding him in her arms. Sammie took Peter home that day, and they made lots of fun memories. Q: What did Peter want to show off? A: bark. Q: how long was he at the pet store? A: three months. Q: Was he the smallest puppy? A: no. Q: Who came to the store? A: Sammie. Q: What for? A: golden puppy. Q: was Peter excited that day? A: no. Q: why not? A: tired. Q: Did Sammie take another puppy home? A: no. Q: who did she take? A: Peter. Q: What had Peter seen the other puppies do? A: find a person.",Did he eat from Sammie's hand?,"['no', 'no', 'No', 'no']",3g2ul9a02de618o1l8v9d6pw59j76y_10,yes.,1.0,3g2ul9a02de618o1l8v9d6pw59j76y,train
16,"Can you imagine keeping an alien dog as a pet? This is what happens in CJ7--a wonderful movie made in China. Maybe some of you saw it. It came out in January, 2008. The movie is about a poor man Ti, his son Dicky and their alien dog CJ7. Dicky, a 10-year-old boy, lives a poor life with his father Ti, a worker. One day,his father finds a ball in the trash and he gives it to Dicky. The ball becomes a cute alien dog. It's a small dog with big eyes and green hair. It can talk and do magic . Soon the dog comes to love Ti and his son. It goes to school with Dicky. It makes him laugh, but it makes trouble, too. When Ti falls off a building and dies, CJ7 saves his life. Because the dog loses all its power , it becomes a doll. But Dicky still wears the dog around his neck. He hopes that CJ7 will come back to life one day. Q: What does the ball turn into? A: an alien dog. Q: True or false: the dog is ugly. A: false. Q: How many characters are mentioned in this story? A: three. Q: What are their names? A: Ti, Dicky and CJ7. Q: Are they book characters? A: no. Q: Where do they appear, then? A: a movie. Q: Is the movie American? A: no. Q: Where was the film made? A: China. Q: Who does the dog love? A: Ti and his son. Q: Did the dog stay a dog forever? A: no. Q: What did he become? A: a doll. Q: True or False: the boy loses the doll. A: False. Q: Where does he keep it, then? A: around his neck. Q: Is the family rich? A: no. Q: What can the pet do? A: It can talk and do magic .",Did the dad buy the ball?,"['no', 'no', 'no', 'No']",3kopy89hm820ok2l3fm89tilm4bj3n_15,yes.,1.0,3kopy89hm820ok2l3fm89tilm4bj3n,train
17,"Chapter 17: The Battle Of Moncontor. 

When Pierre left him in order to look after the horses, Philip continued his meal. There could be no hurry, for Nevers was twelve miles away; and it would be four hours, at least, before a party could arrive. 

The landlady herself brought in the next course. After placing the dish upon the table, she stood looking earnestly at him for a minute, and then said: 

""You spoke of stopping here tonight, sir. The accommodation is very poor and, if you will take my advice, you will ride farther. There have been some men along here this afternoon, inquiring for a party like yours; and offering a reward to any who would carry the news to them, should you pass through. Methinks their intentions were not friendly."" 

""I thank you very much for your counsel,"" Philip said, ""and will take it. I know that there are some who would gladly hinder me, in my journey; and if there is, as you say, a risk of their coming here for me, it were as well that I rode farther, although I would gladly have given my horses a night's rest. I thank you warmly for having warned me."" 

""Do not let my husband know that I have spoken to you,"" she said. ""He is an honest man, but timid; and in these days 'tis safest not to meddle with what does not concern one."" 

Philip waited for two hours, and then told Pierre to saddle the horses, and tell the landlord that he wished to speak to him.  Q: Who was eating? A: Philip. Q: Did Pierre leave him? A: yes. Q: Why? A: to look after the horses,. Q: How far is Nevers? A: twelve miles away. Q: How long before someone would arrive? A: four hours, at least. Q: Was Phillip in a hurry to finish his meal? A: no. Q: Who got the next item for him? A: the landlady. Q: Did she talk to him? A: yes.",Did he intend to stay there at night?,"['yes', 'Yes', 'yes', 'yes']",3rwe2m8qwha0qiu9zqwh021vtpv0n3_8,he thought it best not to.,1.0,3rwe2m8qwha0qiu9zqwh021vtpv0n3,train
18,"CHAPTER XVII: MACHINATIONS 

""Baby born to woe."" 

F. T. PALGRAVE. 

When Anne Woodford began to wake from the constant thought of the grief and horror she had left at Portchester, and to feel more alive to her surroundings and less as if they were a kind of dream, in which she only mechanically took her part, one thing impressed itself on her gradually, and that was disappointment. If the previous shock had not blunted all her hopes and aspirations, perhaps she would have felt it sooner and more keenly; but she could not help realising that she had put herself into an inferior position whence there did not seem to be the promotion she had once anticipated. Her companion rockers were of an inferior grade to herself. Jane Humphreys was a harmless but silly girl, not much wiser, though less spoilt, than poor little Madam, and full of Cockney vulgarities. Education was unfashionable just then, and though Hester Bridgeman was bettor born and bred, being the daughter of an attorney in the city, she was not much better instructed, and had no pursuits except that of her own advantage. Pauline Dunord was by far the best of the three, but she seemed to live a life apart, taking very little interest in her companions or anything around her except her devotions and the bringing them over to her Church. The nursery was quite a separate establishment; there was no mingling with the guests of royalty, who were only seen in excited peeps from the window, or when solemnly introduced to the presence chamber to pay their respects to the Prince. As to books, the only secular one that Anne saw while at Whitehall was an odd volume of Parthenissa. The late King's summary of the Roman controversy was to be had in plenty, and nothing was more evident than that the only road to favour or promotion was in being thereby convinced.  Q: who was Anne's companion A: rockers. Q: what was the only secular book she saw while at whitehall? A: an odd volume of Parthenissa. Q: what feeling impressed upon Anne? A: she had put herself into an inferior position. Q: what place had she left? A: t Portchester. Q: did she think her companion was superior? A: no.",what did she leave at Portchester?,"['the constant thought of the grief and horror', 'grief', 'grief and horror', 'grief and horror']",3strjbfxowr0yl6x0fsbslmwvuztks_5,disappointment.,1.0,3strjbfxowr0yl6x0fsbslmwvuztks,test
19,"CHAPTER XVII: MACHINATIONS 

""Baby born to woe."" 

F. T. PALGRAVE. 

When Anne Woodford began to wake from the constant thought of the grief and horror she had left at Portchester, and to feel more alive to her surroundings and less as if they were a kind of dream, in which she only mechanically took her part, one thing impressed itself on her gradually, and that was disappointment. If the previous shock had not blunted all her hopes and aspirations, perhaps she would have felt it sooner and more keenly; but she could not help realising that she had put herself into an inferior position whence there did not seem to be the promotion she had once anticipated. Her companion rockers were of an inferior grade to herself. Jane Humphreys was a harmless but silly girl, not much wiser, though less spoilt, than poor little Madam, and full of Cockney vulgarities. Education was unfashionable just then, and though Hester Bridgeman was bettor born and bred, being the daughter of an attorney in the city, she was not much better instructed, and had no pursuits except that of her own advantage. Pauline Dunord was by far the best of the three, but she seemed to live a life apart, taking very little interest in her companions or anything around her except her devotions and the bringing them over to her Church. The nursery was quite a separate establishment; there was no mingling with the guests of royalty, who were only seen in excited peeps from the window, or when solemnly introduced to the presence chamber to pay their respects to the Prince. As to books, the only secular one that Anne saw while at Whitehall was an odd volume of Parthenissa. The late King's summary of the Roman controversy was to be had in plenty, and nothing was more evident than that the only road to favour or promotion was in being thereby convinced.  Q: who was Anne's companion A: rockers. Q: what was the only secular book she saw while at whitehall? A: an odd volume of Parthenissa. Q: what feeling impressed upon Anne? A: she had put herself into an inferior position. Q: what place had she left? A: t Portchester. Q: did she think her companion was superior? A: no. Q: what did she leave at Portchester? A: the constant thought of the grief and horror. Q: was the nursery connected or separate? A: separate. Q: what was Pauline devoted to? A: her Church. Q: who used a lot of Cockney vulgarities? A: Jane Humphreys. Q: was she threatening? A: no. Q: was she serious or silly? A: silly. Q: how many rockers were there in total? A: four.",was Heter Bridgeman one of them?,"['.yes', 'yes', 'Hester Bridgeman', 'yes']",3strjbfxowr0yl6x0fsbslmwvuztks_12,no.,1.0,3strjbfxowr0yl6x0fsbslmwvuztks,test
20,"CHAPTER III 

TOM'S JOKE 

""What did you do to him?"" asked Sam, quickly. 

""Put an advertisement of pills on his back and some other ads. in his text books,"" answered Tom. ""Say, he looks some mad; doesn't he?"" 

""I should say yes,"" came from Stanley. 

William Philander was approaching with long strides. In one hand he held the poster Tom had fastened on his back, and he was shaking his other fist wrathfully. 

""Tom Rover, you've--er--insulted me!"" he gasped as he came up. ""You've humiliated me before the whole class! I'll--I'll----"" The dudish student was so full of wrath he could not speak. 

""Take a cough drop and clear your throat Billy,"" suggested Tom, coolly. ""Don't get so excited, you might drop dead from heart disease."" 

""How dare you put that--er--that advertisement of Gumley's Red Pills on my back?"" stormed the stylishly-dressed one. 

""'Gumley's Red Pills for Red-Blooded People,'"" quoted Spud, from the poster. ""Say, they are fine, Willie. Didn't you ever take 'em?"" 

""No, and I don't want to. I want Tom Ro----"" 

""Say, if you haven't taken any of Gumley's pills you don't know what you've missed,"" went on Spud, with a wink at the others. ""Why, there was a man over in Rottenberg who was flat on his back with half a dozen fatal diseases. The doctors gave him just three days to live,--three days, think of it! His wife nearly cried her eyes out. Then along came this Gumley man with a trunk full of his Red Pills for Red-Blooded People. He didn't exactly know if the dying man was red-blooded or not, but he took a chance and gave the fellow sixteen pills, four after breakfast, four after dinner, four after supper and four on retiring, and the next day, what do you think happened? That man got up and went to work, and he's been at his Job ever since.""  Q: who played a prank? A: Tom. Q: on who? A: William. Q: who asks him about it? A: Sam. Q: what did Sam ask? A: What did you do to him?. Q: What did Tom do? A: Put an advertisement of pills on his back. Q: what else? A: and some other ads in his text books. Q: did William notice? A: yes. Q: did he look angry when he was approaching? A: yes. Q: what was he doing? A: approaching with long strides. Q: and what else? A: he was shaking his other fist wrathfully. Q: did he know who did it? A: yes. Q: why couldn't he speak well? A: he was so full of wrath he could not speak.",what did he say?,"[""Tom Rover, you've--er--insulted me!"", '""Tom Rover, you\'ve--er--insulted me!""', '""Tom Rover, you\'ve--er--insulted me!""', '""Tom Rover, you\'ve--er--insulted me!""']",35gmh2sv3ehhzt9f8cv90g34dzqeow_12,"""Take a cough drop and clear your throat Billy.""",1.0,35gmh2sv3ehhzt9f8cv90g34dzqeow,train
21,"CHAPTER III 

TOM'S JOKE 

""What did you do to him?"" asked Sam, quickly. 

""Put an advertisement of pills on his back and some other ads. in his text books,"" answered Tom. ""Say, he looks some mad; doesn't he?"" 

""I should say yes,"" came from Stanley. 

William Philander was approaching with long strides. In one hand he held the poster Tom had fastened on his back, and he was shaking his other fist wrathfully. 

""Tom Rover, you've--er--insulted me!"" he gasped as he came up. ""You've humiliated me before the whole class! I'll--I'll----"" The dudish student was so full of wrath he could not speak. 

""Take a cough drop and clear your throat Billy,"" suggested Tom, coolly. ""Don't get so excited, you might drop dead from heart disease."" 

""How dare you put that--er--that advertisement of Gumley's Red Pills on my back?"" stormed the stylishly-dressed one. 

""'Gumley's Red Pills for Red-Blooded People,'"" quoted Spud, from the poster. ""Say, they are fine, Willie. Didn't you ever take 'em?"" 

""No, and I don't want to. I want Tom Ro----"" 

""Say, if you haven't taken any of Gumley's pills you don't know what you've missed,"" went on Spud, with a wink at the others. ""Why, there was a man over in Rottenberg who was flat on his back with half a dozen fatal diseases. The doctors gave him just three days to live,--three days, think of it! His wife nearly cried her eyes out. Then along came this Gumley man with a trunk full of his Red Pills for Red-Blooded People. He didn't exactly know if the dying man was red-blooded or not, but he took a chance and gave the fellow sixteen pills, four after breakfast, four after dinner, four after supper and four on retiring, and the next day, what do you think happened? That man got up and went to work, and he's been at his Job ever since.""  Q: who played a prank? A: Tom. Q: on who? A: William. Q: who asks him about it? A: Sam. Q: what did Sam ask? A: What did you do to him?. Q: What did Tom do? A: Put an advertisement of pills on his back. Q: what else? A: and some other ads in his text books. Q: did William notice? A: yes. Q: did he look angry when he was approaching? A: yes. Q: what was he doing? A: approaching with long strides. Q: and what else? A: he was shaking his other fist wrathfully. Q: did he know who did it? A: yes. Q: why couldn't he speak well? A: he was so full of wrath he could not speak. Q: what did he say? A: Tom Rover, you've--er--insulted me!.",what else?,"['""You\'ve humiliated me before the whole class! I\'ll--I\'ll----""', '""You\'ve humiliated me before the whole class! I\'ll--I\'ll----""', '""You\'ve humiliated me before the whole class! I\'ll--I\'ll----""', '""You\'ve humiliated me before the whole class! I\'ll--I\'ll----""']",35gmh2sv3ehhzt9f8cv90g34dzqeow_13,Take a cough drop and clear your throat Billy.,1.0,35gmh2sv3ehhzt9f8cv90g34dzqeow,train
22,"Brendan loves cats. He owns 8 cats. He has 7 girl cats and only 1 boy cat. Brendan brushes the cats' hair every day. He makes sure to feed them every morning and evening and always checks to see if the cats have water. Sometimes he feeds them special treats because he loves them. Each cat gets 3 treats. He doesn't give them food like chips and cake and candy, because those foods aren't good for cats. He likes to play with the cats. The cats like to chase balls of paper that Brendan makes for them. Some of his cats have orange fur, some have black fur, some are spotted and one is white. The white cat is Brendan's favorite. She is the first cat he owned. Her name is Snowball. When he first got Snowball she was a kitten. His other cats are named Fluffy, Salem, Jackie, Cola, Snickers, Pumpkin and Whiskers. Q: What does he care for? A: cats. Q: How many does he have? A: Eight. Q: Are there more males or females? A: females. Q: How many? A: 7 girl cats and only 1 boy cat. Q: What is groomed? A: cat's hair. Q: What do they get fed? A: treats. Q: How many? A: Three.",Why?,"['because he loves them', 'because he loves them', 'because he loves them.', 'because he loves them']",3z3zlgnnsiuha76yy56h6uu707qq3o_7,because they're good for cats.,1.0,3z3zlgnnsiuha76yy56h6uu707qq3o,test
