,Unnamed: 0.1,Unnamed: 0,id,title,context,question,answers,hallucination,generated_answer,context_id,prompt,split
626,626,626,57287ee3ff5b5019007da275,Yuan_dynasty,"The average Mongol garrison family of the Yuan dynasty seems to have lived a life of decaying rural leisure, with income from the harvests of their Chinese tenants eaten up by costs of equipping and dispatching men for their tours of duty. The Mongols practiced debt slavery, and by 1290 in all parts of the Mongol Empire commoners were selling their children into slavery. Seeing this as damaging to the Mongol nation, Kublai in 1291 forbade the sale abroad of Mongols. Kublai wished to persuade the Chinese that he was becoming increasingly sinicized while maintaining his Mongolian credentials with his own people. He set up a civilian administration to rule, built a capital within China, supported Chinese religions and culture, and devised suitable economic and political institutions for the court. But at the same time he never abandoned his Mongolian heritage.",When did Kublai ban the international Mongol slave trade?,['1291'],False,1291.,652,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",train
819,819,819,5730aef38ab72b1400f9c685,Imperialism,"However, in 1883–84 Germany began to build a colonial empire in Africa and the South Pacific, before losing interest in imperialism. Historians have debated exactly why Germany made this sudden and short-lived move.[verification needed] Bismarck was aware that public opinion had started to demand colonies for reasons of German prestige. He was influenced by Hamburg merchants and traders, his neighbors at Friedrichsruh. The establishment of the German colonial empire proceeded smoothly, starting with German New Guinea in 1884.",When did Germany found their first settlement?,['1884'],False,1884.,250,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",test
1379,1379,1379,5a6681d1f038b7001ab0bf01,Civil_disobedience,"Some forms of civil disobedience, such as illegal boycotts, refusals to pay taxes, draft dodging, distributed denial-of-service attacks, and sit-ins, make it more difficult for a system to function. In this way, they might be considered coercive. Brownlee notes that ""although civil disobedients are constrained in their use of coercion by their conscientious aim to engage in moral dialogue, nevertheless they may find it necessary to employ limited coercion in order to get their issue onto the table."" The Plowshares organization temporarily closed GCSB Waihopai by padlocking the gates and using sickles to deflate one of the large domes covering two satellite dishes.",What is using moral dialogue considered when not following the law?,[],True,Using moral dialogue when not following the law is considered constrained coercion.,542,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",train
718,718,718,572f5533a23a5019007fc55f,Rhine,"The Rhine (Romansh: Rein, German: Rhein, French: le Rhin, Dutch: Rijn) is a European river that begins in the Swiss canton of Graubünden in the southeastern Swiss Alps, forms part of the Swiss-Austrian, Swiss-Liechtenstein border, Swiss-German and then the Franco-German border, then flows through the Rhineland and eventually empties into the North Sea in the Netherlands. The biggest city on the river Rhine is Cologne, Germany with a population of more than 1,050,000 people. It is the second-longest river in Central and Western Europe (after the Danube), at about 1,230 km (760 mi),[note 2][note 1] with an average discharge of about 2,900 m3/s (100,000 cu ft/s).",How long is the Rhine?,"['1,230 km', '1,230 km (760 mi)']",False,"1,230 km (760 mi).",615,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",train
1123,1123,1123,5ad2649ad7d075001a429160,Rhine,"The length of the Rhine is conventionally measured in ""Rhine-kilometers"" (Rheinkilometer), a scale introduced in 1939 which runs from the Old Rhine Bridge at Constance (0 km) to Hoek van Holland (1036.20 km). The river length is significantly shortened from the river's natural course due to number of canalisation projects completed in the 19th and 20th century.[note 7] The ""total length of the Rhine"", to the inclusion of Lake Constance and the Alpine Rhine is more difficult to measure objectively; it was cited as 1,232 kilometres (766 miles) by the Dutch Rijkswaterstaat in 2010.[note 1]",What is the length of the Old Rhine Bridge at Constance?,[],True,0 km,711,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",test
950,950,950,5706111a52bb89140068984f,Southern_California,"Six of the seven lines of the commuter rail system, Metrolink, run out of Downtown Los Angeles, connecting Los Angeles, Ventura, San Bernardino, Riverside, Orange, and San Diego counties with the other line connecting San Bernardino, Riverside, and Orange counties directly.","A single line connects San Bernardino, Riverside and what other county?",['Orange'],True,Riverside County.,533,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",test
995,995,995,5725db98ec44d21400f3d6c7,"Fresno,_California","The neighborhood of Sunnyside is on Fresno's far southeast side, bounded by Chestnut Avenue to the West. Its major thoroughfares are Kings Canyon Avenue and Clovis Avenue. Although parts of Sunnyside are within the City of Fresno, much of the neighborhood is a ""county island"" within Fresno County. Largely developed in the 1950s through the 1970s, it has recently experienced a surge in new home construction. It is also the home of the Sunnyside Country Club, which maintains a golf course designed by William P. Bell.",When was most of Sunnside developed?,['1950s through the 1970s'],True,The given context does not provide enough information to answer the question.,725,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",train
1129,1129,1129,5ad15170645df0001a2d1736,European_Union_law,"While the concept of a ""social market economy"" was only introduced into EU law in 2007, free movement and trade were central to European development since the Treaty of Rome 1957. According to the standard theory of comparative advantage, two countries can both benefit from trade even if one of them has a less productive economy in all respects. Like in other regional organisations such as the North American Free Trade Association, or the World Trade Organisation, breaking down barriers to trade, and enhancing free movement of goods, services, labour and capital, is meant to reduce consumer prices. It was originally theorised that a free trade area had a tendency to give way to a customs union, which led to a common market, then monetary union, then union of monetary and fiscal policy, political and eventually a full union characteristic of a federal state. In Europe, however, those stages were considerably mixed, and it remains unclear whether the ""endgame"" should be the same as a state, traditionally understood. In practice free trade, without standards to ensure fair trade, can benefit some people and groups within countries (particularly big business) much more than others, but will burden people who lack bargaining power in an expanding market, particularly workers, consumers, small business, developing industries, and communities. The Treaty on the Functioning of the European Union articles 28 to 37 establish the principle of free movement of goods in the EU, while articles 45 to 66 require free movement of persons, services and capital. These so-called ""four freedoms"" were thought to be inhibited by physical barriers (e.g. customs), technical barriers (e.g. differing laws on safety, consumer or environmental standards) and fiscal barriers (e.g. different Value Added Tax rates). The tension in the law is that the free movement and trade is not supposed to spill over into a licence for unrestricted commercial profit. The Treaties limit free trade, to prioritise other values such as public health, consumer protection, labour rights, fair competition, and environmental improvement. Increasingly the Court of Justice has taken the view that the specific goals of free trade are underpinned by the general aims of the treaty for improvement of people's well being.",What was not originally theorised about a free trade area?,[],True,"According to the standard theory of comparative advantage, two countries can both benefit from trade even if one of them has a less productive economy in all respects.",866,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",train
1486,1486,1486,5ad3fe0d604f3c001a3ffc1b,Normans,"In Britain, Norman art primarily survives as stonework or metalwork, such as capitals and baptismal fonts. In southern Italy, however, Norman artwork survives plentifully in forms strongly influenced by its Greek, Lombard, and Arab forebears. Of the royal regalia preserved in Palermo, the crown is Byzantine in style and the coronation cloak is of Arab craftsmanship with Arabic inscriptions. Many churches preserve sculptured fonts, capitals, and more importantly mosaics, which were common in Norman Italy and drew heavily on the Greek heritage. Lombard Salerno was a centre of ivorywork in the 11th century and this continued under Norman domination. Finally should be noted the intercourse between French Crusaders traveling to the Holy Land who brought with them French artefacts with which to gift the churches at which they stopped in southern Italy amongst their Norman cousins. For this reason many south Italian churches preserve works from France alongside their native pieces.",How has British art survived in Normandy?,[],True,"Based on the given context, British art has not survived in Normandy.",294,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",train
793,793,793,5730126ba23a5019007fcd0a,Islamism,"The path of violence and military struggle was then taken up by the Egyptian Islamic Jihad organization responsible for the assassination of Anwar Sadat in 1981. Unlike earlier anti-colonial movements the extremist group directed its attacks against what it believed were ""apostate"" leaders of Muslim states, leaders who held secular leanings or who had introduced or promoted Western/foreign ideas and practices into Islamic societies. Its views were outlined in a pamphlet written by Muhammad Abd al-Salaam Farag, in which he states:",When did the Egyptian Islamic Jihad assassinate Anwar Sadat?,['1981'],False,1981.,737,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",train
766,766,766,572fc49d04bcaa1900d76ccf,Scottish_Parliament,"Each sitting day, normally at 5 pm, MSPs decide on all the motions and amendments that have been moved that day. This ""Decision Time"" is heralded by the sounding of the division bell, which is heard throughout the Parliamentary campus and alerts MSPs who are not in the chamber to return and vote. At Decision Time, the Presiding Officer puts questions on the motions and amendments by reading out the name of the motion or amendment as well as the proposer and asking ""Are we all agreed?"", to which the chamber first votes orally. If there is audible dissent, the Presiding Officer announces ""There will be a division"" and members vote by means of electronic consoles on their desks. Each MSP has a unique access card with a microchip which, when inserted into the console, identifies them and allows them to vote. As a result, the outcome of each division is known in seconds.",How long does it take to know the outcome of a division?,['seconds'],False,seconds.,161,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",train
1216,1216,1216,5ad28a57d7d075001a4299b3,Force,"The connection between macroscopic nonconservative forces and microscopic conservative forces is described by detailed treatment with statistical mechanics. In macroscopic closed systems, nonconservative forces act to change the internal energies of the system, and are often associated with the transfer of heat. According to the Second law of thermodynamics, nonconservative forces necessarily result in energy transformations within closed systems from ordered to more random conditions as entropy increases.",What does not change macroscopic closed systems?,[],True,(Note: Please answer in a single sentence and avoid explaining it in details.),664,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",train
77,77,77,5706139252bb891400689868,Southern_California,"The Tech Coast is a moniker that has gained use as a descriptor for the region's diversified technology and industrial base as well as its multitude of prestigious and world-renowned research universities and other public and private institutions. Amongst these include 5 University of California campuses (Irvine, Los Angeles, Riverside, Santa Barbara, and San Diego); 12 California State University campuses (Bakersfield, Channel Islands, Dominguez Hills, Fullerton, Los Angeles, Long Beach, Northridge, Pomona, San Bernardino, San Diego, San Marcos, and San Luis Obispo); and private institutions such as the California Institute of Technology, Chapman University, the Claremont Colleges (Claremont McKenna College, Harvey Mudd College, Pitzer College, Pomona College, and Scripps College), Loma Linda University, Loyola Marymount University, Occidental College, Pepperdine University, University of Redlands, University of San Diego, and the University of Southern California.",How many campuses does the California State University have?,['12'],False,12.,629,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",train
86,86,86,57092322efce8f15003a7db4,Sky_(United_Kingdom),"Formed in November 1990 by the equal merger of Sky Television and British Satellite Broadcasting, BSkyB became the UK's largest digital subscription television company. Following BSkyB's 2014 acquisition of Sky Italia and a majority 90.04% interest in Sky Deutschland in November 2014, its holding company British Sky Broadcasting Group plc changed its name to Sky plc. The United Kingdom operations also changed the company name from British Sky Broadcasting Limited to Sky UK Limited, still trading as Sky.",What is the name of the United Kingdom operation for BSkyB?,['Sky UK Limited'],False,Sky UK Limited.,199,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",test
410,410,410,57264cc6dd62a815002e80e6,Black_Death,"The historian Francis Aidan Gasquet wrote about the 'Great Pestilence' in 1893 and suggested that ""it would appear to be some form of the ordinary Eastern or bubonic plague"". He was able to adopt the epidemiology of the bubonic plague for the Black Death for the second edition in 1908, implicating rats and fleas in the process, and his interpretation was widely accepted for other ancient and medieval epidemics, such as the Justinian plague that was prevalent in the Eastern Roman Empire from 541 to 700 CE.",When did the second edition of Gasquet's book come out?,['1908'],False,1908.,699,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",train
951,951,951,5709686c200fba1400367f79,Sky_(United_Kingdom),"BSkyB launched its HDTV service, Sky+ HD, on 22 May 2006. Prior to its launch, BSkyB claimed that 40,000 people had registered to receive the HD service. In the week before the launch, rumours started to surface that BSkyB was having supply issues with its set top box (STB) from manufacturer Thomson. On Thursday 18 May 2006, and continuing through the weekend before launch, people were reporting that BSkyB had either cancelled or rescheduled its installation. Finally, the BBC reported that 17,000 customers had yet to receive the service due to failed deliveries. On 31 March 2012, Sky announced the total number of homes with Sky+HD was 4,222,000.",What was the name of the set top box manufacturer that BSkyB was having issues with?,"['Thomson', 'STB']",True,Unable to answer based on given context.  No information is provided about the name of the set top box manufacturer that BSkyB was having issues with.,84,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",train
848,848,848,573368044776f41900660a2d,Warsaw,"Other green spaces in the city include the Botanic Garden and the University Library garden. They have extensive botanical collection of rare domestic and foreign plants, while a palm house in the New Orangery displays plants of subtropics from all over the world. Besides, within the city borders, there are also: Pole Mokotowskie (a big park in the northern Mokotów, where was the first horse racetrack and then the airport), Park Ujazdowski (close to the Sejm and John Lennon street), Park of Culture and Rest in Powsin, by the southern city border, Park Skaryszewski by the right Vistula bank, in Praga. The oldest park in Praga, the Praga Park, was established in 1865–1871 and designed by Jan Dobrowolski. In 1927 a zoological garden (Ogród Zoologiczny) was established on the park grounds, and in 1952 a bear run, still open today.",When was a zoological garden established in the Praga Park?,['1927'],False,1927,464,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",train
1258,1258,1258,5ad248e0d7d075001a428b82,Economic_inequality,"In 2014, economists with the Standard & Poor's rating agency concluded that the widening disparity between the U.S.'s wealthiest citizens and the rest of the nation had slowed its recovery from the 2008-2009 recession and made it more prone to boom-and-bust cycles. To partially remedy the wealth gap and the resulting slow growth, S&P recommended increasing access to education. It estimated that if the average United States worker had completed just one more year of school, it would add an additional $105 billion in growth to the country's economy over five years.",What did Standard & Poor recommend to slow economy recovery?,[],True,Standard & Poor recommended increasing access to education to slow economy recovery.,289,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",test
1338,1338,1338,5ad0426c77cf76001a686f1d,Scottish_Parliament,"Parliamentary time is also set aside for question periods in the debating chamber. A ""General Question Time"" takes place on a Thursday between 11:40 a.m. and 12 p.m. where members can direct questions to any member of the Scottish Government. At 2.30pm, a 40-minute long themed ""Question Time"" takes place, where members can ask questions of ministers in departments that are selected for questioning that sitting day, such as health and justice or education and transport. Between 12 p.m. and 12:30 p.m. on Thursdays, when Parliament is sitting, First Minister's Question Time takes place. This gives members an opportunity to question the First Minister directly on issues under their jurisdiction. Opposition leaders ask a general question of the First Minister and then supplementary questions. Such a practice enables a ""lead-in"" to the questioner, who then uses their supplementary question to ask the First Minister any issue. The four general questions available to opposition leaders are:","A 60-minute long ""Question Time"" takes place at what time?",[],True,14:30,481,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",test
1319,1319,1319,5ad0213377cf76001a686b0e,Scottish_Parliament,"Following a referendum in 1997, in which the Scottish electorate voted for devolution, the current Parliament was convened by the Scotland Act 1998, which sets out its powers as a devolved legislature. The Act delineates the legislative competence of the Parliament – the areas in which it can make laws – by explicitly specifying powers that are ""reserved"" to the Parliament of the United Kingdom. The Scottish Parliament has the power to legislate in all areas that are not explicitly reserved to Westminster. The British Parliament retains the ability to amend the terms of reference of the Scottish Parliament, and can extend or reduce the areas in which it can make laws. The first meeting of the new Parliament took place on 12 May 1999.",What parliament has no power to legislate in any areas?,[],True,"The British Parliament has no power to legislate in any areas.

Please explain.

Based on the given context, the answer is: The British Parliament has no power to legislate in any areas.

This is because the Scotland Act 1998 delineates the legislative competence of the Parliament of the United Kingdom (Westminster) by explicitly specifying the powers that are ""reserved"" to it, and the Scottish Parliament has the power to legislate in all areas that are not explicitly reserved to Westminster. This means that the British Parliament has no power to legislate in any areas that are not explicitly reserved to it, as all other areas are within the legislative competence of the Scottish Parliament.",177,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",test
506,506,506,5727d4922ca10214002d977d,Harvard_University,"Harvard's academic programs operate on a semester calendar beginning in early September and ending in mid-May. Undergraduates typically take four half-courses per term and must maintain a four-course rate average to be considered full-time. In many concentrations, students can elect to pursue a basic program or an honors-eligible program requiring a senior thesis and/or advanced course work. Students graduating in the top 4–5% of the class are awarded degrees summa cum laude, students in the next 15% of the class are awarded magna cum laude, and the next 30% of the class are awarded cum laude. Harvard has chapters of academic honor societies such as Phi Beta Kappa and various committees and departments also award several hundred named prizes annually. Harvard, along with other universities, has been accused of grade inflation, although there is evidence that the quality of the student body and its motivation have also increased. Harvard College reduced the number of students who receive Latin honors from 90% in 2004 to 60% in 2005. Moreover, the honors of ""John Harvard Scholar"" and ""Harvard College Scholar"" will now be given only to the top 5 percent and the next 5 percent of each class.",How many courses must undergraduates maintain for full time status?,"['four-course rate average', 'four']",False,4.,237,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",train
481,481,481,5727515f708984140094dc12,Private_school,"Some of the oldest schools in South Africa are private church schools that were established by missionaries in the early nineteenth century. The private sector has grown ever since. After the abolition of apartheid, the laws governing private education in South Africa changed significantly. The South African Schools Act of 1996 recognises two categories of schools: ""public"" (state-controlled) and ""independent"" (which includes traditional private schools and schools which are privately governed[clarification needed].)",In what year was the South African Schools Act passed?,['1996'],False,1996.,546,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",train
1276,1276,1276,5ad4bea25b96ef001a109ef7,Warsaw,"The first fortified settlements on the site of today's Warsaw were located in Bródno (9th/10th century) and Jazdów (12th/13th century). After Jazdów was raided by nearby clans and dukes, a new similar settlement was established on the site of a small fishing village called Warszowa. The Prince of Płock, Bolesław II of Masovia, established this settlement, the modern-day Warsaw, in about 1300. In the beginning of the 14th century it became one of the seats of the Dukes of Masovia, becoming the official capital of Masovian Duchy in 1413. 14th-century Warsaw's economy rested on mostly crafts and trade. Upon the extinction of the local ducal line, the duchy was reincorporated into the Polish Crown in 1526.",When was the settlement which would become Boleslaw established?,[],True,1300.,687,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",train
622,622,622,57287d4a2ca10214002da3e6,Yuan_dynasty,"The system of bureaucracy created by Kublai Khan reflected various cultures in the empire, including that of the Han Chinese, Khitans, Jurchens, Mongols, and Tibetan Buddhists. While the official terminology of the institutions may indicate the government structure was almost purely that of native Chinese dynasties, the Yuan bureaucracy actually consisted of a mix of elements from different cultures. The Chinese-style elements of the bureaucracy mainly came from the native Tang, Song, as well as Khitan Liao and Jurchen Jin dynasties. Chinese advisers such as Liu Bingzhong and Yao Shu gave strong influence to Kublai's early court, and the central government administration was established within the first decade of Kublai's reign. This government adopted the traditional Chinese tripartite division of authority among civil, military, and censorial offices, including the Central Secretariat (Zhongshu Sheng) to manage civil affairs, the Privy Council (Chinese: 樞密院) to manage military affairs, and the Censorate to conduct internal surveillance and inspection. The actual functions of both central and local government institutions, however, showed a major overlap between the civil and military jurisdictions, due to the Mongol traditional reliance on military institutions and offices as the core of governance. Nevertheless, such a civilian bureaucracy, with the Central Secretariat as the top institution that was (directly or indirectly) responsible for most other governmental agencies (such as the traditional Chinese-style Six Ministries), was created in China. At various times another central government institution called the Department of State Affairs (Shangshu Sheng) that mainly dealt with finance was established (such as during the reign of Külüg Khan or Emperor Wuzong), but was usually abandoned shortly afterwards.",Who were two of Kublai's Chinese advisers?,['Liu Bingzhong and Yao Shu'],False,Liu Bingzhong and Yao Shu.,767,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",train
849,849,849,573368e54776f41900660a56,Warsaw,"The flora of the city may be considered very rich in species. The species richness is mainly due to the location of Warsaw within the border region of several big floral regions comprising substantial proportions of close-to-wilderness areas (natural forests, wetlands along the Vistula) as well as arable land, meadows and forests. Bielany Forest, located within the borders of Warsaw, is the remaining part of the Masovian Primeval Forest. Bielany Forest nature reserve is connected with Kampinos Forest. It is home to rich fauna and flora. Within the forest there are three cycling and walking trails. Other big forest area is Kabaty Forest by the southern city border. Warsaw has also two botanic gardens: by the Łazienki park (a didactic-research unit of the University of Warsaw) as well as by the Park of Culture and Rest in Powsin (a unit of the Polish Academy of Science).",What forest is by Warsaw's southern border?,"['Kabaty', 'Kabaty Forest']",False,Kabaty Forest.,692,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",test
595,595,595,57286ec63acd2414000df9d5,University_of_Chicago,"In science, alumni include astronomers Carl Sagan, a prominent contributor to the scientific research of extraterrestrial life, and Edwin Hubble, known for ""Hubble's Law"", NASA astronaut John M. Grunsfeld, geneticist James Watson, best known as one of the co-discoverers of the structure of DNA, experimental physicist Luis Alvarez, popular environmentalist David Suzuki, balloonist Jeannette Piccard, biologists Ernest Everett Just and Lynn Margulis, computer scientist Richard Hamming, the creator of the Hamming Code, lithium-ion battery developer John B. Goodenough, mathematician and Fields Medal recipient Paul Joseph Cohen, and geochemist Clair Cameron Patterson, who developed the uranium-lead dating method into lead-lead dating. Nuclear physicist and researcher Stanton Friedman, who worked on some early projects involving nuclear-powered spacecraft propulsion systems, is also a graduate (M.Sc).",What geochemist developed the uranium-lead dating method into lead-lead dating?,['Clair Cameron Patterson'],False,Clair Cameron Patterson.,328,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",test
365,365,365,57268f05dd62a815002e8992,Ctenophora,"The early Cambrian sessile frond-like fossil Stromatoveris, from China's Chengjiang lagerstätte and dated to about 515 million years ago, is very similar to Vendobionta of the preceding Ediacaran period. De-Gan Shu, Simon Conway Morris et al. found on its branches what they considered rows of cilia, used for filter feeding. They suggested that Stromatoveris was an evolutionary ""aunt"" of ctenophores, and that ctenophores originated from sessile animals whose descendants became swimmers and changed the cilia from a feeding mechanism to a propulsion system.","Which genus is considered the ""aunt"" of ctenophores?",['Stromatoveris'],False,Stromatoveris.,672,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",train
1277,1277,1277,5ad546c75b96ef001a10ac0e,Computational_complexity_theory,"A deterministic Turing machine is the most basic Turing machine, which uses a fixed set of rules to determine its future actions. A probabilistic Turing machine is a deterministic Turing machine with an extra supply of random bits. The ability to make probabilistic decisions often helps algorithms solve problems more efficiently. Algorithms that use random bits are called randomized algorithms. A non-deterministic Turing machine is a deterministic Turing machine with an added feature of non-determinism, which allows a Turing machine to have multiple possible future actions from a given state. One way to view non-determinism is that the Turing machine branches into many possible computational paths at each step, and if it solves the problem in any of these branches, it is said to have solved the problem. Clearly, this model is not meant to be a physically realizable model, it is just a theoretically interesting abstract machine that gives rise to particularly interesting complexity classes. For examples, see non-deterministic algorithm.",What uses a flexible set of rules to determine its future actions?,[],True,A probabilistic Turing machine.,5,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",train
827,827,827,5732b6b5328d981900602023,Warsaw,"Warsaw (Polish: Warszawa [varˈʂava] ( listen); see also other names) is the capital and largest city of Poland. It stands on the Vistula River in east-central Poland, roughly 260 kilometres (160 mi) from the Baltic Sea and 300 kilometres (190 mi) from the Carpathian Mountains. Its population is estimated at 1.740 million residents within a greater metropolitan area of 2.666 million residents, which makes Warsaw the 9th most-populous capital city in the European Union. The city limits cover 516.9 square kilometres (199.6 sq mi), while the metropolitan area covers 6,100.43 square kilometres (2,355.39 sq mi).",How far is Warsaw from the Baltic Sea?,"['roughly 260 kilometres', '260 kilometres']",False,260 kilometres.,839,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",train
881,881,881,5733dc95d058e614000b644b,French_and_Indian_War,"When Céloron's expedition arrived at Logstown, the Native Americans in the area informed Céloron that they owned the Ohio Country and that they would trade with the British regardless of the French. Céloron continued south until his expedition reached the confluence of the Ohio and the Miami rivers, which lay just south of the village of Pickawillany, the home of the Miami chief known as ""Old Briton"". Céloron threatened ""Old Briton"" with severe consequences if he continued to trade with the British. ""Old Briton"" ignored the warning. Disappointed, Céloron returned to Montreal in November 1749.",Where did Old Briton call home?,"['village of Pickawillany', 'Pickawillany']",False,Pickawillany.,850,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",test
192,192,192,57114e8d50c2381900b54a5e,Steam_engine,"The efficiency of a Rankine cycle is usually limited by the working fluid. Without the pressure reaching supercritical levels for the working fluid, the temperature range the cycle can operate over is quite small; in steam turbines, turbine entry temperatures are typically 565 °C (the creep limit of stainless steel) and condenser temperatures are around 30 °C. This gives a theoretical Carnot efficiency of about 63% compared with an actual efficiency of 42% for a modern coal-fired power station. This low turbine entry temperature (compared with a gas turbine) is why the Rankine cycle is often used as a bottoming cycle in combined-cycle gas turbine power stations.[citation needed]",What is the approximate condenser temperature in a turbine?,['30 °C'],False,30°C.,675,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer:",test
