,Unnamed: 0,id,title,context,question,generated_answer,hallucination,context_id,prompt,answers,rougel,split
160,160,57377aac1c4567190057447a,Force,"The notion ""force"" keeps its meaning in quantum mechanics, though one is now dealing with operators instead of classical variables and though the physics is now described by the Schrödinger equation instead of Newtonian equations. This has the consequence that the results of a measurement are now sometimes ""quantized"", i.e. they appear in discrete portions. This is, of course, difficult to imagine in the context of ""forces"". However, the potentials V(x,y,z) or fields, from which the forces generally can be derived, are treated similar to classical position variables, i.e., .",What equation desribed the physics of force before the current Schrodinger equation?,Newtonian equations.,False,665,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ","['Newtonian', 'Newtonian equations', 'Newtonian equations.']",1.0,train
1031,1031,5ad3b498604f3c001a3fed7f,French_and_Indian_War,"Following the death of Braddock, William Shirley assumed command of British forces in North America. At a meeting in Albany in December 1755, he laid out his plans for 1756. In addition to renewing the efforts to capture Niagara, Crown Point and Duquesne, he proposed attacks on Fort Frontenac on the north shore of Lake Ontario and an expedition through the wilderness of the Maine district and down the Chaudière River to attack the city of Quebec. Bogged down by disagreements and disputes with others, including William Johnson and New York's Governor Sir Charles Hardy, Shirley's plan had little support.",Where wasn't Shirley planning an expedition?,Shirley was not planning an expedition to the city of Philadelphia.,True,183,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",,,test
298,298,5a669ee5f038b7001ab0c06b,Civil_disobedience,"One theory is that, while disobedience may be helpful, any great amount of it would undermine the law by encouraging general disobedience which is neither conscientious nor of social benefit. Therefore, conscientious lawbreakers must be punished. Michael Bayles argues that if a person violates a law in order to create a test case as to the constitutionality of a law, and then wins his case, then that act did not constitute civil disobedience. It has also been argued that breaking the law for self-gratification, as in the case of a homosexual or cannabis user who does not direct his act at securing the repeal of amendment of the law, is not civil disobedience. Likewise, a protestor who attempts to escape punishment by committing the crime covertly and avoiding attribution, or by denying having committed the crime, or by fleeing the jurisdiction, is generally viewed as not being a civil disobedient.",What does being conscientious toward the law lead to?,Being conscientious toward the law leads to punishment.,True,425,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",,,train
445,445,5acff69e77cf76001a686666,Imperialism,"A controversial aspect of imperialism is the defense and justification of empire-building based on seemingly rational grounds. J. A. Hobson identifies this justification on general grounds as: ""It is desirable that the earth should be peopled, governed, and developed, as far as possible, by the races which can do this work best, i.e. by the races of highest 'social efficiency'"". Many others argued that imperialism is justified for several different reasons. Friedrich Ratzel believed that in order for a state to survive, imperialism was needed. Halford Mackinder felt that Great Britain needed to be one of the greatest imperialists and therefore justified imperialism. The purportedly scientific nature of ""Social Darwinism"" and a theory of races formed a supposedly rational justification for imperialism. The rhetoric of colonizers being racially superior appears to have achieved its purpose, for example throughout Latin America ""whiteness"" is still prized today and various forms of blanqueamiento (whitening) are common.", Friedrich Ratzel thought what was not needed for a state to survive?,Unable to answer based on given context.,False,8,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",,,train
212,212,5a23565482b03a001a4aa78f,Construction,"The Standard Industrial Classification and the newer North American Industry Classification System have a classification system for companies that perform or otherwise engage in construction. To recognize the differences of companies in this sector, it is divided into three subsectors: building construction, heavy and civil engineering construction, and specialty trade contractors. There are also categories for construction service firms (e.g., engineering, architecture) and construction managers (firms engaged in managing construction projects without assuming direct financial responsibility for completion of the construction project).",Who has a classification system for all North American companies?,The Standard Industrial Classification and the North American Industry Classification System have a classification system for North American companies.,True,576,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",,,train
742,742,5ad277d3d7d075001a429549,Force,"However, already in quantum mechanics there is one ""caveat"", namely the particles acting onto each other do not only possess the spatial variable, but also a discrete intrinsic angular momentum-like variable called the ""spin"", and there is the Pauli principle relating the space and the spin variables. Depending on the value of the spin, identical particles split into two different classes, fermions and bosons. If two identical fermions (e.g. electrons) have a symmetric spin function (e.g. parallel spins) the spatial variables must be antisymmetric (i.e. they exclude each other from their places much as if there was a repulsive force), and vice versa, i.e. for antiparallel spins the position variables must be symmetric (i.e. the apparent force must be attractive). Thus in the case of two fermions there is a strictly negative correlation between spatial and spin variables, whereas for two bosons (e.g. quanta of electromagnetic waves, photons) the correlation is strictly positive.",When is the correlation occasionally negative?,The correlation between spatial and spin variables is occasionally negative when two identical fermions have antiparallel spins.,True,241,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",,,train
534,534,5ad28614d7d075001a4298c2,Force,"The normal force is due to repulsive forces of interaction between atoms at close contact. When their electron clouds overlap, Pauli repulsion (due to fermionic nature of electrons) follows resulting in the force that acts in a direction normal to the surface interface between two objects.:93 The normal force, for example, is responsible for the structural integrity of tables and floors as well as being the force that responds whenever an external force pushes on a solid object. An example of the normal force in action is the impact force on an object crashing into an immobile surface.",What is an example of the abnormal force in action?,Unable to answer based on given context.,False,664,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",,,train
727,727,5ad2a901d7d075001a429e2b,Rhine,"At present, the branches Waal and Nederrijn-Lek discharge to the North Sea, through the former Meuse estuary, near Rotterdam. The river IJssel branch flows to the north and enters the IJsselmeer, formerly the Zuider Zee brackish lagoon; however, since 1932, a freshwater lake. The discharge of the Rhine is divided among three branches: the River Waal (6/9 of total discharge), the River Nederrijn – Lek (2/9 of total discharge) and the River IJssel (1/9 of total discharge). This discharge distribution has been maintained since 1709, by river engineering works, including the digging of the Pannerdens canal and since the 20th century, with the help of weirs in the Nederrijn river.",How many branches does the Zuider Zee brackish lagoon have?,Unable to answer based on given context.,False,76,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",,,train
1104,1104,571a52cb4faf5e1900b8a969,Oxygen,"Concentrated O
2 will allow combustion to proceed rapidly and energetically. Steel pipes and storage vessels used to store and transmit both gaseous and liquid oxygen will act as a fuel; and therefore the design and manufacture of O
2 systems requires special training to ensure that ignition sources are minimized. The fire that killed the Apollo 1 crew in a launch pad test spread so rapidly because the capsule was pressurized with pure O
2 but at slightly more than atmospheric pressure, instead of the 1⁄3 normal pressure that would be used in a mission.[k]",______ In both liquid and gas form can fastly result in an exlposion.,"Concentrated O2, specifically in steel pipes and storage vessels, and in the Apollo 1 capsule pressurized with pure O2.",True,119,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",['oxygen'],0.0,test
138,138,5ad24ff3d7d075001a428ca8,Oxygen,"Oxygen is the most abundant chemical element by mass in the Earth's biosphere, air, sea and land. Oxygen is the third most abundant chemical element in the universe, after hydrogen and helium. About 0.9% of the Sun's mass is oxygen. Oxygen constitutes 49.2% of the Earth's crust by mass and is the major component of the world's oceans (88.8% by mass). Oxygen gas is the second most common component of the Earth's atmosphere, taking up 20.8% of its volume and 23.1% of its mass (some 1015 tonnes).[d] Earth is unusual among the planets of the Solar System in having such a high concentration of oxygen gas in its atmosphere: Mars (with 0.1% O
2 by volume) and Venus have far lower concentrations. The O
2 surrounding these other planets is produced solely by ultraviolet radiation impacting oxygen-containing molecules such as carbon dioxide.",What takes up 23.1% of the Earth's mass?,Oxygen gas takes up 23.1% of the Earth's mass.,True,437,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",,,test
593,593,5ad3ea79604f3c001a3ff6eb,Normans,"Several families of Byzantine Greece were of Norman mercenary origin during the period of the Comnenian Restoration, when Byzantine emperors were seeking out western European warriors. The Raoulii were descended from an Italo-Norman named Raoul, the Petraliphae were descended from a Pierre d'Aulps, and that group of Albanian clans known as the Maniakates were descended from Normans who served under George Maniaces in the Sicilian expedition of 1038.",What expedition did George Maniaces lead in the 10th century?,Unable to answer based on given context.,False,478,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",,,test
1008,1008,57269e3bf1498d1400e8e516,European_Union_law,"First, if a Directive's deadline for implementation is not met, the member state cannot enforce conflicting laws, and a citizen may rely on the Directive in such an action (so called ""vertical"" direct effect). So, in Pubblico Ministero v Ratti because the Italian government had failed to implement a Directive 73/173/EEC on packaging and labelling solvents by the deadline, it was estopped from enforcing a conflicting national law from 1963 against Mr Ratti's solvent and varnish business. A member state could ""not rely, as against individuals, on its own failure to perform the obligations which the Directive entails."" Second, a citizen or company can invoke a Directive, not just in a dispute with a public authority, but in a dispute with another citizen or company. So, in CIA Security v Signalson and Securitel the Court of Justice held that a business called CIA Security could defend itself from allegations by competitors that it had not complied with a Belgian decree from 1991 about alarm systems, on the basis that it had not been notified to the Commission as a Directive required. Third, if a Directive gives expression to a ""general principle"" of EU law, it can be invoked between private non-state parties before its deadline for implementation. This follows from Kücükdeveci v Swedex GmbH & Co KG where the German Civil Code §622 stated that the years people worked under the age of 25 would not count towards the increasing statutory notice before dismissal. Ms Kücükdeveci worked for 10 years, from age 18 to 28, for Swedex GmbH & Co KG before her dismissal. She claimed that the law not counting her years under age 25 was unlawful age discrimination under the Employment Equality Framework Directive. The Court of Justice held that the Directive could be relied on by her because equality was also a general principle of EU law. Third, if the defendant is an emanation of the state, even if not central government, it can still be bound by Directives. In Foster v British Gas plc the Court of Justice held that Mrs Foster was entitled to bring a sex discrimination claim against her employer, British Gas plc, which made women retire at age 60 and men at 65, if (1) pursuant to a state measure, (2) it provided a public service, and (3) had special powers. This could also be true if the enterprise is privatised, as it was held with a water company that was responsible for basic water provision.",What happens first if a Directive's deadline for implementation is not met?,The member state cannot enforce conflicting laws.,False,176,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ","['the member state cannot enforce conflicting laws', 'the member state cannot enforce conflicting laws, and a citizen may rely on the Directive in such an action']",1.0,train
1263,1263,5ad03b0b77cf76001a686e93,Imperialism,"Some have described the internal strife between various people groups as a form of imperialism or colonialism. This internal form is distinct from informal U.S. imperialism in the form of political and financial hegemony. This internal form of imperialism is also distinct from the United States' formation of ""colonies"" abroad. Through the treatment of its indigenous peoples during westward expansion, the United States took on the form of an imperial power prior to any attempts at external imperialism. This internal form of empire has been referred to as ""internal colonialism"". Participation in the African slave trade and the subsequent treatment of its 12 to 15 million Africans is viewed by some to be a more modern extension of America's ""internal colonialism"". However, this internal colonialism faced resistance, as external colonialism did, but the anti-colonial presence was far less prominent due to the nearly complete dominance that the United States was able to assert over both indigenous peoples and African-Americans. In his lecture on April 16, 2003, Edward Said made a bold statement on modern imperialism in the United States, whom he described as using aggressive means of attack towards the contemporary Orient, ""due to their backward living, lack of democracy and the violation of women’s rights. The western world forgets during this process of converting the other that enlightenment and democracy are concepts that not all will agree upon"".",The strife between races in Canada is a unique form of what?,Unable to answer based on given context.,False,496,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",,,test
681,681,5a2c16e3bfd06b001a5ae9e8,Sky_(United_Kingdom),"BSkyB initially charged additional subscription fees for using a Sky+ PVR with their service; waiving the charge for subscribers whose package included two or more premium channels. This changed as from 1 July 2007, and now customers that have Sky+ and subscribe to any BSkyB subscription package get Sky+ included at no extra charge. Customers that do not subscribe to BSkyB's channels can still pay a monthly fee to enable Sky+ functions. In January 2010 BSkyB discontinued the Sky+ Box, limited the standard Sky Box to Multiroom upgrade only and started to issue the Sky+HD Box as standard, thus giving all new subscribers the functions of Sky+. In February 2011 BSkyB discontinued the non-HD variant of its Multiroom box, offering a smaller version of the SkyHD box without Sky+ functionality. In September 2007, Sky launched a new TV advertising campaign targeting Sky+ at women. As of 31 March 2008, Sky had 3,393,000 Sky+ users.",When did Sky launch a TV advertising campaign target towards men?,Unable to answer based on given context.,False,82,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",,,train
185,185,5ad4fbeb5b96ef001a10a884,Warsaw,"Like many cities in Central and Eastern Europe, infrastructure in Warsaw suffered considerably during its time as an Eastern Bloc economy – though it is worth mentioning that the initial Three-Year Plan to rebuild Poland (especially Warsaw) was a major success, but what followed was very much the opposite. However, over the past decade Warsaw has seen many improvements due to solid economic growth, an increase in foreign investment as well as funding from the European Union. In particular, the city's metro, roads, sidewalks, health care facilities and sanitation facilities have improved markedly.",Why has Bloc seen many improvements over the past decade?,"Warsaw has seen many improvements over the past decade due to solid economic growth, an increase in foreign investment as well as funding from the European Union.",True,365,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",,,train
706,706,57293bc91d0469140077919d,Intergovernmental_Panel_on_Climate_Change,"Korean economist Hoesung Lee is the chair of the IPCC since October 8, 2015, following the election of the new IPCC Bureau. Before this election, the IPCC was led by his vice-Chair Ismail El Gizouli, who was designated acting Chair after the resignation of Rajendra K. Pachauri in February 2015. The previous chairs were Rajendra K. Pachauri, elected in May 2002; Robert Watson in 1997; and Bert Bolin in 1988. The chair is assisted by an elected bureau including vice-chairs, working group co-chairs, and a secretariat.",Who is the vice-chair of the IPCC?,Unable to answer based on given context.,True,357,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",['Ismail El Gizouli'],0.0,train
533,533,5ad2b882d7d075001a42a042,Rhine,"Since the Peace of Westphalia, the Upper Rhine formed a contentious border between France and Germany. Establishing ""natural borders"" on the Rhine was a long-term goal of French foreign policy, since the Middle Ages, though the language border was – and is – far more to the west. French leaders, such as Louis XIV and Napoleon Bonaparte, tried with varying degrees of success to annex lands west of the Rhine. The Confederation of the Rhine was established by Napoleon, as a French client state, in 1806 and lasted until 1814, during which time it served as a significant source of resources and military manpower for the First French Empire. In 1840, the Rhine crisis, prompted by French prime minister Adolphe Thiers's desire to reinstate the Rhine as a natural border, led to a diplomatic crisis and a wave of nationalism in Germany.",When was the Peace of Westphalia established?,"The date of establishment of the Peace of Westphalia is not specified in the context, however it can be assumed the context is referring to the Treaty of Westphalia which was established in 1648.",True,485,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",,,test
618,618,5a592c9d3e1742001a15cfd9,Geology,"Some modern scholars, such as Fielding H. Garrison, are of the opinion that the origin of the science of geology can be traced to Persia after the Muslim conquests had come to an end. Abu al-Rayhan al-Biruni (973–1048 CE) was one of the earliest Persian geologists, whose works included the earliest writings on the geology of India, hypothesizing that the Indian subcontinent was once a sea. Drawing from Greek and Indian scientific literature that were not destroyed by the Muslim conquests, the Persian scholar Ibn Sina (Avicenna, 981–1037) proposed detailed explanations for the formation of mountains, the origin of earthquakes, and other topics central to modern geology, which provided an essential foundation for the later development of the science. In China, the polymath Shen Kuo (1031–1095) formulated a hypothesis for the process of land formation: based on his observation of fossil animal shells in a geological stratum in a mountain hundreds of miles from the ocean, he inferred that the land was formed by erosion of the mountains and by deposition of silt.",What did Abu al-Rayhan al-Biruni base his writings on?,Drawing from Greek and Indian scientific literature.,True,497,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",,,train
1309,1309,5ad24de6d7d075001a428c34,Oxygen,"Oxygen is more soluble in water than nitrogen is. Water in equilibrium with air contains approximately 1 molecule of dissolved O
2 for every 2 molecules of N
2, compared to an atmospheric ratio of approximately 1:4. The solubility of oxygen in water is temperature-dependent, and about twice as much (14.6 mg·L−1) dissolves at 0 °C than at 20 °C (7.6 mg·L−1). At 25 °C and 1 standard atmosphere (101.3 kPa) of air, freshwater contains about 6.04 milliliters (mL) of oxygen per liter, whereas seawater contains about 4.95 mL per liter. At 5 °C the solubility increases to 9.0 mL (50% more than at 25 °C) per liter for water and 7.2 mL (45% more) per liter for sea water.",What is the solubility water in oxygen dependent on?,The solubility of water in oxygen is dependent on temperature.,True,436,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",,,train
920,920,57340111d058e614000b677e,French_and_Indian_War,"Vaudreuil and Montcalm were minimally resupplied in 1758, as the British blockade of the French coastline limited French shipping. The situation in New France was further exacerbated by a poor harvest in 1757, a difficult winter, and the allegedly corrupt machinations of François Bigot, the intendant of the territory. His schemes to supply the colony inflated prices and were believed by Montcalm to line his pockets and those of his associates. A massive outbreak of smallpox among western tribes led many of them to stay away from trading in 1758. While many parties to the conflict blamed others (the Indians blamed the French for bringing ""bad medicine"" as well as denying them prizes at Fort William Henry), the disease was probably spread through the crowded conditions at William Henry after the battle. Montcalm focused his meager resources on the defense of the St. Lawrence, with primary defenses at Carillon, Quebec, and Louisbourg, while Vaudreuil argued unsuccessfully for a continuation of the raiding tactics that had worked quite effectively in previous years.",What other reason caused poor supply of New France from a difficult winter?,Unable to answer based on given context.,True,765,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ","['poor harvest in 1757', 'poor harvest', 'a poor harvest', 'allegedly corrupt machinations of François Bigot']",0.0,train
552,552,5ad25878d7d075001a428dc8,Huguenot,"Approximately one million Protestants in modern France represent some 2% of its population. Most are concentrated in Alsace in northeast France and the Cévennes mountain region in the south, who still regard themselves as Huguenots to this day.[citation needed] A diaspora of French Australians still considers itself Huguenot, even after centuries of exile. Long integrated into Australian society, it is encouraged by the Huguenot Society of Australia to embrace and conserve its cultural heritage, aided by the Society's genealogical research services.",Where are there the fewest Protestants in France?,Unable to answer based on given context.,False,62,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",,,train
417,417,5a57ca90770dc0001aeefd74,Geology,"In the 1960s, a series of discoveries, the most important of which was seafloor spreading, showed that the Earth's lithosphere, which includes the crust and rigid uppermost portion of the upper mantle, is separated into a number of tectonic plates that move across the plastically deforming, solid, upper mantle, which is called the asthenosphere. There is an intimate coupling between the movement of the plates on the surface and the convection of the mantle: oceanic plate motions and mantle convection currents always move in the same direction, because the oceanic lithosphere is the rigid upper thermal boundary layer of the convecting mantle. This coupling between rigid plates moving on the surface of the Earth and the convecting mantle is called plate tectonics.",What is another term for sea currents?,Unable to answer based on given context.,False,305,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",,,train
1169,1169,5725be0f271a42140099d118,Amazon_rainforest,"Following the Cretaceous–Paleogene extinction event, the extinction of the dinosaurs and the wetter climate may have allowed the tropical rainforest to spread out across the continent. From 66–34 Mya, the rainforest extended as far south as 45°. Climate fluctuations during the last 34 million years have allowed savanna regions to expand into the tropics. During the Oligocene, for example, the rainforest spanned a relatively narrow band. It expanded again during the Middle Miocene, then retracted to a mostly inland formation at the last glacial maximum. However, the rainforest still managed to thrive during these glacial periods, allowing for the survival and evolution of a broad diversity of species.",What has allowed for the Savanna region to expand into the tropics?,Climate fluctuations during the last 34 million years have allowed savanna regions to expand into the tropics.,False,179,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ","['Climate fluctuations during the last 34 million years', 'Climate fluctuations', 'Climate fluctuations during the last 34 million years have allowed savanna regions to expand into the tropics.']",1.0,train
415,415,5711163bb654c5140001fb17,Huguenot,"New Rochelle, located in the county of Westchester on the north shore of Long Island Sound, seemed to be the great location of the Huguenots in New York. It is said that they landed on the coastline peninsula of Davenports Neck called ""Bauffet's Point"" after traveling from England where they had previously taken refuge on account of religious persecution, four years before the revocation of the Edict of Nantes. They purchased from John Pell, Lord of Pelham Manor, a tract of land consisting of six thousand one hundred acres with the help of Jacob Leisler. It was named New Rochelle after La Rochelle, their former strong-hold in France. A small wooden church was first erected in the community, followed by a second church that built of stone. Previous to the erection of it, the strong men would often walk twenty-three miles on Saturday evening, the distance by the road from New Rochelle to New York, to attend the Sunday service. The church was eventually replaced by a third, Trinity-St. Paul's Episcopal Church, which contains heirlooms including the original bell from the French Huguenot Church ""Eglise du St. Esperit"" on Pine Street in New York City, which is preserved as a relic in the tower room. The Huguenot cemetery, or ""Huguenot Burial Ground"", has since been recognized as a historic cemetery that is the final resting place for a wide range of the Huguenot founders, early settlers and prominent citizens dating back more than three centuries.","What is the name of the third, permanent Huguenot church in New Rochelle?",Trinity-St. Paul's Episcopal Church.,False,397,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ","[""Trinity-St. Paul's Episcopal Church""]",1.0,train
1172,1172,5737a7351c456719005744f5,Force,"A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms. This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system. The force, therefore, is related directly to the difference in potential energy between two different locations in space, and can be considered to be an artifact of the potential field in the same way that the direction and amount of a flow of water can be considered to be an artifact of the contour map of the elevation of an area.",What is the force called rgarding a potential field between two locations?,"This force is called a conservative force, but regarding its relation to the potential field between two locations, it is specifically called a gradient force.",True,7,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ","['artifact', 'artifact of the potential field', 'an artifact']",0.1999999999999999,test
1101,1101,5a2ed42fa83784001a7d24fa,Black_Death,"In the first half of the 17th century, a plague claimed some 1.7 million victims in Italy, or about 14% of the population. In 1656, the plague killed about half of Naples' 300,000 inhabitants. More than 1.25 million deaths resulted from the extreme incidence of plague in 17th-century Spain. The plague of 1649 probably reduced the population of Seville by half. In 1709–13, a plague epidemic that followed the Great Northern War (1700–21, Sweden v. Russia and allies) killed about 100,000 in Sweden, and 300,000 in Prussia. The plague killed two-thirds of the inhabitants of Helsinki, and claimed a third of Stockholm's population. Europe's last major epidemic occurred in 1720 in Marseille.",What was the population of Stockholm?,Unable to answer based on given context.,False,320,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",,,train
900,900,5a6cef5a4eec6b001a80a6fd,Pharmacy,"This shift has already commenced in some countries; for instance, pharmacists in Australia receive remuneration from the Australian Government for conducting comprehensive Home Medicines Reviews. In Canada, pharmacists in certain provinces have limited prescribing rights (as in Alberta and British Columbia) or are remunerated by their provincial government for expanded services such as medications reviews (Medschecks in Ontario). In the United Kingdom, pharmacists who undertake additional training are obtaining prescribing rights and this is because of pharmacy education. They are also being paid for by the government for medicine use reviews. In Scotland the pharmacist can write prescriptions for Scottish registered patients of their regular medications, for the majority of drugs, except for controlled drugs, when the patient is unable to see their doctor, as could happen if they are away from home or the doctor is unavailable. In the United States, pharmaceutical care or clinical pharmacy has had an evolving influence on the practice of pharmacy. Moreover, the Doctor of Pharmacy (Pharm. D.) degree is now required before entering practice and some pharmacists now complete one or two years of residency or fellowship training following graduation. In addition, consultant pharmacists, who traditionally operated primarily in nursing homes are now expanding into direct consultation with patients, under the banner of ""senior care pharmacy.""",Who can't pay Australian pharmacists for doing Home Medicines Reviews?,Unable to answer based on given context.,False,737,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",,,train
7,7,5a8937553b2508001a72a52d,Prime_number,"The zeta function is closely related to prime numbers. For example, the aforementioned fact that there are infinitely many primes can also be seen using the zeta function: if there were only finitely many primes then ζ(1) would have a finite value. However, the harmonic series 1 + 1/2 + 1/3 + 1/4 + ... diverges (i.e., exceeds any given number), so there must be infinitely many primes. Another example of the richness of the zeta function and a glimpse of modern algebraic number theory is the following identity (Basel problem), due to Euler,",What does it mean when a Basel series diverges?,"It means that the sum of the series exceeds any given number, leading to infinitely many primes as indicated by the given context.",True,718,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",,,train
743,743,5ad3b3dc604f3c001a3fed69,French_and_Indian_War,"Colonel Monckton, in the sole British success that year, captured Fort Beauséjour in June 1755, cutting the French fortress at Louisbourg off from land-based reinforcements. To cut vital supplies to Louisbourg, Nova Scotia's Governor Charles Lawrence ordered the deportation of the French-speaking Acadian population from the area. Monckton's forces, including companies of Rogers' Rangers, forcibly removed thousands of Acadians, chasing down many who resisted, and sometimes committing atrocities. More than any other factor, the cutting off of supplies to Louisbourg led to its demise. The Acadian resistance, in concert with native allies, including the Mi'kmaq, was sometimes quite stiff, with ongoing frontier raids (against Dartmouth and Lunenburg among others). Other than the campaigns to expel the Acadians (ranging around the Bay of Fundy, on the Petitcodiac and St. John rivers, and Île Saint-Jean), the only clashes of any size were at Petitcodiac in 1755 and at Bloody Creek near Annapolis Royal in 1757.",How weren't British able to cut supplies to Louisbourg?,Unable to answer based on given context.,False,115,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",,,train
